amazon_key,x_coord,y_coord
fm_-49670_20764,124,229
fm_-49673_15754,276,83
fm_-49722_-12286,104,340
fm_-49741_11271,260,240
fm_-49745_38725,378,303
fm_-49751_-32584,218,348
fm_-49753_-12907,97,152
fm_-49753_-15396,317,185
fm_-49753_-8867,328,94
fm_-4975_-102127,52,100
fm_-4975_-97107,414,75
fm_-49765_28475,268,190
fm_-4978_-81362,415,232
fm_-4979_-15278,149,109
fm_-49816_-73724,37,281
fm_-49845_-59079,145,212
fm_-49855_-55949,310,364
fm_-49867_10951,366,212
fm_-49867_13721,295,175
fm_-49878_30645,380,330
fm_-49886_-30764,223,355
fm_-49895_-53439,15,67
fm_-50076_14254,103,144
fm_-50096_-96701,124,69
fm_-50132_-16336,475,323
fm_-50142_-6116,464,86
fm_-50143_13904,129,88
fm_-50152_-95141,225,112
fm_-50163_15754,194,185
fm_-50170_-83693,379,303
fm_-50172_-4866,265,287
fm_-50177_42165,398,295
fm_-50185_-60899,441,173
fm_-50185_37475,437,265
fm_-50190_-102507,403,350
fm_-50191_9381,250,102
fm_-50192_-101981,252,185
fm_-50192_-97011,333,146
fm_-5019_59551,18,281
fm_-50201_19041,416,286
fm_-50243_-11027,389,102
fm_-50296_-25784,315,66
fm_-50303_28175,61,197
fm_-50306_-2657,390,208
fm_-5030_-13250,264,151
fm_-50317_9121,245,192
fm_-5032_-2548,200,126
fm_-50331_-67854,158,120
fm_-50348_31905,159,165
fm_-5041_-7848,403,26
fm_-5044_7922,131,261
fm_-50506_7424,379,80
fm_-50541_-39404,58,65
fm_-5061_-12468,487,346
fm_-50629_-56669,143,199
fm_-50633_-9507,223,231
fm_-50639_-49509,493,133
fm_81393_17613,483,183
fm_-5063_6807,219,274
fm_-50653_-12277,327,54
fm_-50671_15921,449,341
fm_-5071_-13108,219,147
fm_-50748_31935,73,72
fm_-50749_41505,117,147
fm_-50752_-93207,336,270
fm_-50756_-32004,67,162
fm_-50756_-75584,398,190
fm_-50762_-69723,137,304
fm_-50788_38455,387,314
fm_-50788_40885,169,87
fm_-50792_-95057,133,215
fm_-50946_10524,178,47
fm_-50946_8674,431,270
fm_-50966_16674,198,18
fm_-50971_5031,79,361
fm_-51012_-12336,188,305
fm_-51058_27555,299,249
fm_-51072_-9836,104,228
fm_-51073_15764,362,143
fm_-51083_-12867,115,229
fm_-51091_14701,334,263
fm_-64416_11764,178,285
fm_-51101_-72194,88,178
fm_-51101_11861,106,268
fm_-51103_-68134,495,88
fm_-51119_-51399,493,274
fm_-51140_-15116,201,364
fm_-5115_52461,252,185
fm_-51198_32555,391,305
fm_-51201_-79963,201,364
fm_-51218_33155,216,175
fm_-51222_-56359,464,348
fm_-51222_-98787,60,374
fm_-51236_-29524,399,319
fm_-51236_-9767,128,104
fm_-51238_37835,145,171
fm_-51246_-13177,303,160
fm_-51396_19814,69,172
fm_-51416_-94871,93,249
fm_-51416_-95441,121,208
fm_-51478_19951,157,26
fm_-51485_-2067,415,46
fm_-5151_-73283,349,315
fm_-51543_-15967,380,166
fm_-51576_21044,117,30
fm_-51580_-97857,235,240
fm_-51581_-33824,53,70
fm_-51585_29125,441,210
fm_-51590_-98477,372,35
fm_-51591_-25444,56,372
fm_-51596_26935,471,110
fm_-51635_-54119,495,217
fm_-51651_-76563,281,141
fm_-51656_-72454,272,196
fm_-51666_-33514,165,155
fm_-51676_-29484,82,110
fm_-51686_-7947,170,176
fm_-51784_-59959,412,242
fm_-51784_-59989,473,302
fm_-51816_12964,358,181
fm_-51836_-95481,378,231
fm_-51878_-90841,403,26
fm_-51923_8974,454,307
fm_-51927_-104771,155,282
fm_-51933_16394,245,191
fm_-51973_12024,12,63
fm_-52002_-97001,78,270
fm_-52010_-96587,152,266
fm_-52020_-94757,361,151
fm_-52025_37525,149,143
fm_-52031_-28594,431,9
fm_-52033_-3897,44,264
fm_-52035_-14466,342,296
fm_-52096_-37844,176,265
fm_-52096_-4207,500,12
fm_-52096_-76854,390,69
fm_-52098_30665,364,292
fm_-52101_-38494,116,165
fm_-52105_-52259,433,261
fm_-52106_-32944,157,26
fm_-52107_9071,362,258
fm_-52112_-51689,244,228
fm_-52117_13771,494,80
fm_-52127_10981,327,275
fm_-52136_-34804,363,332
fm_-52152_-51069,201,19
fm_-52196_-46329,422,108
fm_-52316_15454,162,52
fm_-5235_-72993,487,96
fm_-5235_-80113,128,279
fm_-52387_42485,290,74
fm_-52393_20084,324,140
fm_-52431_-29174,247,151
fm_-52441_-81494,168,44
fm_-52443_-8237,42,322
fm_-52451_-29794,164,61
fm_-52452_-98241,74,89
fm_-52461_15311,35,232
fm_-52546_-30734,366,212
fm_-52556_-7897,318,132
fm_-52572_-96307,413,235
fm_-52573_28175,494,80
fm_-52585_-47859,351,165
fm_-52592_-93197,259,215
fm_-52598_28815,185,97
fm_-5265_-78863,159,150
fm_-52679_-53759,305,174
fm_-52692_6474,36,159
fm_-52716_9874,321,21
fm_-52736_-93001,422,292
fm_-52746_19774,24,229
fm_-52755_20414,337,273
fm_-52835_-2057,91,176
fm_-5285_-78253,295,208
fm_-52889_-55409,362,109
fm_-52903_-12877,391,128
fm_-52931_-71273,97,306
fm_-52931_15261,484,12
fm_-52935_-3946,431,97
fm_-52986_-9137,405,75
fm_-52996_-4207,437,265
fm_-53008_38455,470,69
fm_-53016_-30154,223,360
fm_-53037_-60709,257,98
fm_-53046_-9197,390,69
fm_-5317_-95557,115,370
fm_-5318_-4830,61,197
fm_-53196_-97951,177,193
fm_-53321_-77784,209,197
fm_-53334_-17517,4,166
fm_-53338_27555,173,303
fm_-53351_-77163,494,80
fm_-53355_32865,118,163
fm_-53355_41215,442,211
fm_-53437_17481,132,303
fm_-53442_6021,152,41
fm_-53446_-26414,489,294
fm_-53447_16851,293,164
fm_-53456_-37284,39,226
fm_-53466_-28294,230,141
fm_-53468_28835,398,367
fm_-53488_29415,196,66
fm_-5348_-14120,61,197
fm_-5348_-8550,54,242
fm_-53491_-73443,496,67
fm_-53498_40275,378,232
fm_-53502_-102157,292,257
fm_-53549_-58089,362,42
fm_-53569_-48199,366,171
fm_-53656_14214,266,192
fm_-5367_-96797,494,303
fm_-53705_27275,202,114
fm_-5372_5404,492,374
fm_-5372_6634,435,309
fm_-53737_42425,468,153
fm_-53772_-7376,148,139
fm_-5378_-9800,302,189
fm_-53790_-101887,37,267
fm_-53801_19011,133,372
fm_-53815_-10756,421,54
fm_-53823_-14757,334,324
fm_-53831_6891,24,269
fm_-53840_-97237,52,230
fm_-53865_-13236,248,228
fm_-53876_-76174,245,191
fm_-53886_-75584,63,45
fm_-53897_14961,185,239
fm_-53916_-69974,387,124
fm_-53931_-80623,195,297
fm_-53948_35965,383,279
fm_-53961_-67814,61,186
fm_-53989_-54409,59,103
fm_-54126_-94831,194,185
fm_-54182_-12916,370,214
fm_-54182_-8596,471,83
fm_-54183_16424,428,330
fm_-54211_-70284,290,19
fm_-54212_-95141,451,317
fm_-54223_15754,124,314
fm_-54242_-103861,295,175
fm_-54242_-95751,150,123
fm_-54259_-47689,138,114
fm_-54291_11231,359,266
fm_-54346_27905,443,284
fm_-54351_-38474,458,341
fm_-54352_-60039,259,198
fm_-54356_-80574,88,112
fm_-54358_29415,318,251
fm_-54373_-91977,500,211
fm_-54526_17954,194,311
fm_-5452_5124,305,209
fm_-5455_-98407,317,198
fm_-54575_27285,449,87
fm_-54596_-102271,380,153
fm_-5460_-16478,354,26
fm_-54627_42175,366,79
fm_-54685_40595,146,160
fm_-54691_-70294,310,364
fm_-5469_53371,13,364
fm_-5469_58941,495,295
fm_-54703_-11047,145,202
fm_-54706_21024,216,175
fm_-54715_39995,468,164
fm_-54720_-103697,176,341
fm_-54735_-7056,95,154
fm_-54746_27865,466,133
fm_-54785_-53449,194,185
fm_-54788_35305,305,321
fm_-54804_-69443,236,107
fm_-54807_12171,118,215
fm_-54822_-47999,267,189
fm_-54822_-94427,336,128
fm_-54827_-105267,183,281
fm_-5492_-2538,250,253
fm_-54949_-54989,167,88
fm_-55010_20744,352,218
fm_-5502_16584,314,122
fm_-55112_-97631,289,149
fm_-55140_-95357,265,42
fm_-55150_-101837,448,128
fm_-55152_-82104,481,88
fm_-55155_37505,475,218
fm_-55161_-72814,259,185
fm_-55161_-73153,291,182
fm_-55163_-13487,6,188
fm_-55181_-27934,52,307
fm_-55195_37465,149,240
fm_-55224_-69433,397,260
fm_-55236_-3587,351,243
fm_-55236_-35994,39,226
fm_-55237_18061,328,332
fm_-55237_7201,221,79
fm_-55246_-71834,443,219
fm_-55254_-24844,393,220
fm_-55255_-59059,78,261
fm_-55268_34695,354,26
fm_-55287_17441,336,49
fm_-55295_-47259,310,19
fm_-55339_-56859,420,120
fm_-55349_-46969,437,265
fm_-55369_-55629,450,252
fm_-55372_-16026,366,212
fm_-55436_-97971,373,231
fm_-55488_26345,434,375
fm_-55532_-10436,178,98
fm_-55532_-12296,202,36
fm_-55552_-4236,236,24
fm_-55580_-97217,41,91
fm_-55611_-80903,431,294
fm_-55615_31005,66,319
fm_-5561_-74212,159,218
fm_-55621_13421,92,110
fm_-55631_-70703,490,120
fm_-55682_-69753,492,297
fm_-55695_-59079,403,357
fm_-55697_8481,290,39
fm_-55698_30075,487,269
fm_-55705_-50989,366,223
fm_-55708_34395,490,254
fm_-5571_-72043,494,80
fm_-5572_-83233,497,219
fm_-55737_-25164,109,345
fm_-55752_-103407,436,249
fm_-55880_5864,12,69
fm_-55886_16714,291,341
fm_-55886_9864,432,306
fm_-55896_-96071,31,49
fm_-55896_-96681,80,375
fm_-55964_-15726,377,40
fm_-55982_-13556,411,300
fm_-56001_-72764,237,239
fm_-56011_-78374,262,222
fm_-56025_-24564,368,144
fm_-56031_-72164,39,226
fm_-56055_31595,23,340
fm_-56065_32875,259,198
fm_-56071_-26684,50,183
fm_-56075_37465,490,167
fm_-56075_39945,254,306
fm_-56079_-47679,459,100
fm_-56081_-27304,211,333
fm_-56085_31595,208,160
fm_-56096_26975,34,17
fm_-56112_-83423,252,185
fm_-56115_-8926,9,263
fm_-56145_-52259,133,79
fm_-56336_-91741,442,352
fm_-56366_-92341,362,98
fm_-56462_-14776,99,141
fm_-56485_32205,169,342
fm_-56491_-31044,29,374
fm_-56495_30975,342,71
fm_-56521_-34444,96,11
fm_-56558_-60579,36,87
fm_-56596_-31374,317,185
fm_-56626_-9157,39,145
fm_-56635_-54729,273,292
fm_-56648_34385,317,185
fm_-56766_19204,157,357
fm_-56796_11714,491,161
fm_-56799_-105711,51,228
fm_-56862_-6076,397,75
fm_-56880_-91037,255,251
fm_-56929_-50129,74,118
fm_-56940_-95367,317,159
fm_-56953_-4537,235,242
fm_-56965_-5166,13,155
fm_-56971_-70053,4,217
fm_-56989_-53209,266,226
fm_-56993_-68164,78,122
fm_-57006_-78084,111,74
fm_-57061_-71643,230,242
fm_-57066_-36644,192,218
fm_-57066_-9807,442,172
fm_-57071_-76913,152,98
fm_-57076_-4857,39,157
fm_-57078_33775,305,174
fm_-57086_-10707,182,89
fm_-57096_-36034,103,89
fm_-57102_-54509,249,257
fm_-5719_-17138,470,350
fm_-57286_-101651,232,35
fm_-57338_19971,317,159
fm_-57347_-104451,496,125
fm_-57383_-8247,349,52
fm_-57385_32255,24,269
fm_-57391_-69084,467,28
fm_-57391_-74634,447,305
fm_-57392_-99521,99,242
fm_-57401_-32624,262,257
fm_-57401_-74024,9,120
fm_-57401_8161,153,357
fm_-57402_-100761,190,228
fm_-57436_27915,481,221
fm_-57462_-91617,294,56
fm_-57483_28165,281,242
fm_-57494_-24864,327,254
fm_-57496_-2677,193,232
fm_-57496_-37264,169,87
fm_-57515_-50999,386,241
fm_-57518_36585,46,368
fm_-57521_-73483,31,357
fm_-57521_-77493,401,172
fm_-57527_12211,140,231
fm_-57528_31295,171,267
fm_-57542_-99667,363,61
fm_-57546_-3567,470,91
fm_-57629_-59369,56,20
fm_-57716_-102911,50,235
fm_-57716_14874,315,66
fm_-57746_-99841,238,37
fm_-57813_16424,390,90
fm_-57841_-25494,184,140
fm_-57851_-32614,450,120
fm_-57861_-38174,134,48
fm_-5787_-97457,167,156
fm_-5788_-3010,384,262
fm_-57939_-90191,245,192
fm_-57951_-75923,132,80
fm_-57962_-55729,145,212
fm_-57965_-49099,216,175
fm_-5798_-83182,366,171
fm_-57991_-70373,68,351
fm_-57996_-28884,480,249
fm_-57997_13711,346,19
fm_-5821_-16798,231,116
fm_-58232_-12316,312,184
fm_-58252_-100091,121,208
fm_-58268_19941,364,20
fm_-58301_-29794,229,128
fm_-58315_-5796,376,17
fm_-58321_7541,311,126
fm_-58326_-90511,73,143
fm_-58329_-59129,213,206
fm_-58332_5651,65,137
fm_-58335_30345,52,283
fm_-58340_-94097,221,176
fm_-58341_15911,201,19
fm_-58341_17791,289,184
fm_-58356_-68764,164,77
fm_-58408_31915,342,12
fm_-58412_-48589,221,318
fm_-58415_-59649,20,161
fm_-58428_35315,152,341
fm_-58496_-105381,80,271
fm_-58519_-55649,485,185
fm_-58549_-51329,360,327
fm_-58626_12974,22,350
fm_-58641_5071,84,207
fm_-58655_27275,168,49
fm_-58678_19921,252,323
fm_-58703_15774,262,186
fm_-58722_-96381,69,211
fm_-58741_-73813,488,122
fm_-58751_-35684,222,52
fm_-58775_30385,216,330
fm_-58780_-103127,149,240
fm_-58789_-62199,164,231
fm_-58835_-52239,407,167
fm_-58840_-60969,98,285
fm_-58845_-59039,240,322
fm_-58856_-27664,437,118
fm_-58861_-72843,281,141
fm_-58861_-79993,209,337
fm_-58866_-14457,475,159
fm_-58878_39025,353,28
fm_-58881_-70973,64,216
fm_-58892_-97517,217,277
fm_-58896_-32914,207,209
fm_-58897_6641,378,129
fm_-58898_39635,292,337
fm_-5894_19857,52,100
fm_-59046_8014,100,83
fm_-5904_13502,88,293
fm_-59086_-101641,181,373
fm_-59142_-11086,495,227
fm_-59173_10844,415,360
fm_-59202_-92051,429,122
fm_-59203_-8207,108,26
fm_-59205_33485,317,198
fm_-59211_-27944,96,11
fm_-59211_-71333,348,207
fm_-5921_-9698,289,362
fm_-59225_33465,67,165
fm_-59233_-7607,383,104
fm_-59245_38085,194,159
fm_-59255_-4526,500,126
fm_-59256_-71214,295,208
fm_-5929_58951,490,345
fm_-59312_-53559,94,144
fm_-59318_32515,378,284
fm_-59338_31295,211,22
fm_-5939_54011,346,9
fm_-59496_-97961,429,151
fm_-59506_9904,259,182
fm_-59551_-84013,61,197
fm_-59602_-103221,442,122
fm_-59629_-48289,159,339
fm_-59671_-35704,346,242
fm_-59679_-56659,359,117
fm_-59684_-17567,245,89
fm_-59695_-13866,356,219
fm_-59720_-60979,392,277
fm_-59725_-4546,11,143
fm_-59737_15591,320,264
fm_-59746_-72454,61,186
fm_-59771_-78113,425,243
fm_-59772_-97527,318,130
fm_-59788_37185,96,372
fm_-59791_-76883,274,257
fm_-59792_-101537,151,350
fm_-59802_-52289,405,249
fm_-59869_-58089,189,90
fm_-5995_20022,356,246
fm_-5995_58021,481,147
fm_-59976_-102921,277,178
fm_-59998_26305,391,298
fm_-6005_18132,483,333
fm_-60062_-98871,414,104
fm_-60081_-69054,357,173
fm_-60091_-61279,342,296
fm_-60101_18981,70,210
fm_-6011_-81622,182,284
fm_-60185_-57159,78,122
fm_-60185_-58459,300,368
fm_-60187_13121,310,364
fm_-60207_7821,17,303
fm_-60216_-80544,317,224
fm_-60218_32565,167,334
fm_-6021_-72043,118,139
fm_-60226_-32304,490,267
fm_-60227_13091,208,278
fm_-60248_35335,133,149
fm_-6035_9492,402,84
fm_-60396_8644,210,206
fm_-60425_21964,391,340
fm_-60440_-91037,336,87
fm_-60507_42155,486,303
fm_-6051_-80423,357,70
fm_-60541_11291,349,331
fm_-60553_-8217,396,192
fm_-60561_-70683,411,130
fm_-60569_-53839,223,322
fm_-60580_-104317,393,220
fm_-60581_-70653,87,97
fm_-60591_-28584,359,266
fm_-60591_19021,448,276
fm_-60595_34055,74,265
fm_-60626_-76204,238,273
fm_-6062_-83233,84,285
fm_-60632_6001,342,87
fm_-60636_-4227,396,155
fm_-60642_-49829,380,236
fm_-60646_-4847,450,131
fm_-60648_39685,96,372
fm_-60652_-95667,367,225
fm_-60672_-52289,209,167
fm_-60687_-2947,493,102
fm_-60856_-101681,472,372
fm_-60942_-62529,141,374
fm_-60942_-7996,494,80
fm_-60988_-84313,4,166
fm_-60989_-59769,121,208
fm_-61005_36855,210,188
fm_-61011_-75673,302,197
fm_-61025_-3936,148,244
fm_-61025_36265,244,298
fm_-61056_-79304,328,347
fm_-61106_-70024,125,185
fm_-61112_-49189,368,188
fm_-61115_-46649,377,92
fm_-61116_-28864,475,224
fm_-61126_-10747,490,19
fm_-61131_-75313,108,26
fm_-61146_-36664,282,131
fm_-61310_5874,298,242
fm_-61362_-62569,285,47
fm_-61422_-2406,367,51
fm_-61440_-101897,29,362
fm_-61441_8801,333,53
fm_-61451_-70904,364,106
fm_-61481_-30434,405,325
fm_-61504_-16637,9,263
fm_-61538_30055,444,165
fm_-61545_-49719,270,314
fm_-61545_-54099,446,131
fm_-61552_-104627,78,261
fm_-61552_-97537,452,80
fm_-61556_-6067,194,159
fm_-61562_-69783,29,67
fm_-61571_-74063,316,66
fm_-61572_-51099,446,188
fm_-61596_-3607,302,186
fm_-61601_-75313,328,366
fm_-61639_-50079,218,25
fm_-61649_-53799,387,10
fm_-61827_42475,478,71
fm_-61833_18264,238,152
fm_-61843_7704,243,22
fm_-61846_-39104,192,265
fm_-6185_-78913,25,218
fm_-61880_-97227,121,208
fm_-61891_-32584,226,360
fm_-61891_-33844,13,13
fm_-61903_-15357,145,212
fm_-61921_15941,458,107
fm_-61931_-35074,432,177
fm_-61933_-11057,113,367
fm_-61939_-48279,441,132
fm_-61956_-74314,208,223
fm_-61991_-81804,500,369
fm_-61996_-13787,365,268
fm_-6199_-15700,443,259
fm_-62012_-45779,428,135
fm_-62012_-92597,152,264
fm_-62016_-30154,150,40
fm_-62018_36545,152,117
fm_-62031_-71003,31,103
fm_-62042_-49219,380,310
fm_-62046_6154,423,95
fm_-62052_-97537,65,40
fm_-62139_-56249,19,151
fm_-62236_-103561,143,102
fm_-62249_-61639,493,102
fm_-62292_-8596,91,128
fm_-62361_-74014,330,375
fm_-62371_-27364,334,311
fm_-62374_-45749,294,77
fm_-62395_34055,69,172
fm_-62402_-91657,176,98
fm_-62416_-70604,184,254
fm_-62420_-15106,203,369
fm_-62422_-91607,18,102
fm_-62425_-5166,67,165
fm_-62436_-73724,245,191
fm_-62436_-80524,123,226
fm_-62441_-72863,6,114
fm_-6244_6042,467,278
fm_-62452_-52909,295,123
fm_-62456_-74954,490,263
fm_-62456_-78074,281,141
fm_-6246_31497,56,105
fm_-62472_-102807,398,190
fm_-62482_-99087,66,282
fm_-62487_11561,416,286
fm_-62487_13141,352,289
fm_-62502_-54449,470,84
fm_-62507_43055,424,305
fm_-62549_-52569,264,197
fm_-62579_-55629,133,161
fm_-62645_20404,403,59
fm_-62666_16674,480,346
fm_-62680_-91007,224,169
fm_-6272_6054,420,145
fm_-62778_27605,61,322
fm_-6277_-102437,234,133
fm_-62783_-12857,362,240
fm_-62798_27565,149,274
fm_-6279_-15370,37,216
fm_-62800_-97817,214,63
fm_-62810_-103707,374,98
fm_-62810_-103727,381,291
fm_-62811_-73414,331,8
fm_-62816_26945,481,147
fm_-62886_-4187,345,45
fm_-62898_40915,206,209
fm_-62935_-52819,359,98
fm_-62948_35315,370,72
fm_-62948_37155,315,317
fm_-63029_-54999,307,350
fm_-63086_12954,193,160
fm_-63105_27255,415,372
fm_-63155_27265,190,145
fm_-6319_-3178,46,27
fm_-63205_-82434,302,186
fm_-63245_28495,179,167
fm_-63247_5401,269,46
fm_-63251_-27984,281,155
fm_-63261_13431,130,78
fm_-63263_-7647,303,160
fm_-63268_-84303,20,307
fm_-63285_-13266,434,236
fm_-63285_-3916,433,261
fm_-63285_31625,402,299
fm_-63293_-14717,247,151
fm_-6329_-12778,145,171
fm_-63352_-103437,383,104
fm_-63353_-91967,159,165
fm_-63356_-10097,15,67
fm_-63365_-47279,342,296
fm_-63367_12221,354,264
fm_-63376_-35994,390,310
fm_-63376_-37874,437,118
fm_-63377_13111,146,67
fm_-63386_-25754,114,175
fm_-63396_-83083,390,314
fm_-6340_-2680,156,303
fm_-63565_27235,403,227
fm_-63570_5844,164,282
fm_-63617_6804,269,75
fm_-63622_-13546,413,46
fm_-63625_-82424,80,93
fm_-63681_15301,138,56
fm_-6369_62081,478,179
fm_-63702_-82094,390,208
fm_-63703_-8887,327,254
fm_-63710_-99387,315,317
fm_-63720_-100017,281,141
fm_-63733_-9487,438,125
fm_-63741_16511,441,210
fm_-63743_19621,450,280
fm_-63755_-13256,201,88
fm_-6375_-99627,247,70
fm_-63792_-50459,128,104
fm_-63796_-71214,246,208
fm_-63826_-3567,107,332
fm_-63832_-100347,383,211
fm_-63832_-57579,262,257
fm_-63835_-50399,98,75
fm_-63837_11601,472,157
fm_-63842_-52929,305,174
fm_-6391_-4718,354,26
fm_-64092_-100721,349,331
fm_-64113_11424,120,373
fm_-64132_-98911,435,197
fm_-64139_-51349,495,166
fm_-64152_-98231,85,252
fm_-64155_33465,78,49
fm_-64175_33475,30,236
fm_-64185_-4576,240,136
fm_-64188_-84313,94,348
fm_-64206_-70644,172,132
fm_-64248_34715,213,289
fm_-64267_9071,499,22
fm_-64268_31895,427,360
fm_-64282_-93177,93,342
fm_-64291_-67834,283,26
fm_-64296_-15687,25,314
fm_-64426_16074,455,35
fm_-64441_-105051,324,214
fm_-64446_-101641,472,328
fm_-64446_7434,266,191
fm_-6455_15672,128,279
fm_-64573_9584,271,150
fm_-64579_-50749,12,84
fm_-64581_13451,459,118
fm_-64590_-100627,430,140
fm_-64604_-39734,452,190
fm_-64605_41205,412,348
fm_-6460_6982,305,174
fm_-64615_38765,172,291
fm_-64635_32235,317,198
fm_-64648_-60569,471,316
fm_-64696_-78654,268,37
fm_-64711_-77483,363,139
fm_-64716_-34774,415,372
fm_-64716_-35384,499,318
fm_-64716_-77414,263,299
fm_-64718_40265,36,60
fm_-6471_-75183,69,93
fm_-6471_-76093,402,84
fm_-64728_33125,36,10
fm_-64748_40895,50,55
fm_-64809_-54369,134,59
fm_-6481_-70482,382,263
fm_-6481_-81083,343,213
fm_-64866_9234,318,61
fm_-64890_5874,257,229
fm_-65012_-5516,153,264
fm_-65031_-30464,181,288
fm_-65055_37505,269,337
fm_-65070_-103117,313,121
fm_-65081_-79643,169,171
fm_-65100_-15116,270,217
fm_-65102_-91617,353,51
fm_-65126_-74964,10,32
fm_-65147_7231,496,67
fm_-65155_-51639,168,99
fm_-65173_-47379,92,205
fm_-65181_-76903,450,104
fm_-65182_-93217,363,139
fm_-65197_9711,162,309
fm_-651_-73303,397,301
fm_-65433_16364,52,100
fm_-65480_-69143,274,69
fm_-65492_-102011,401,161
fm_-65501_-70703,67,165
fm_-65503_-68174,399,118
fm_-65505_29725,97,231
fm_-65515_28495,434,33
fm_-65543_-15997,321,263
fm_-65583_-47319,216,208
fm_-65602_-58849,472,239
fm_-65606_-25754,78,34
fm_-65608_37185,272,371
fm_-65625_-52259,290,82
fm_-65638_31305,459,373
fm_-65647_16191,169,100
fm_-65786_17334,490,120
fm_-65836_-98541,221,39
fm_-65860_20271,76,74
fm_-65911_-61309,475,323
fm_-65935_32225,279,340
fm_-65951_17181,494,80
fm_-65965_32245,462,304
fm_-65990_-99417,246,219
fm_-66016_-79324,397,195
fm_-66042_-38834,308,58
fm_-66048_33755,324,50
fm_-66052_-59409,241,330
fm_-66065_-59059,68,234
fm_-66071_-67824,390,69
fm_-66082_-50439,52,283
fm_-66088_28845,172,294
fm_-66097_12221,305,270
fm_-66149_-49469,121,314
fm_-6615_-73603,122,323
fm_-661_-81073,123,173
fm_-66302_-62549,373,253
fm_-66323_7684,438,138
fm_-66332_-11056,114,28
fm_-66333_-68823,270,330
fm_-66343_19524,275,107
fm_-66362_-4276,403,26
fm_-66372_-93291,113,7
fm_-66392_-94561,173,197
fm_-66393_-8867,304,276
fm_-66442_-83363,303,160
fm_-66502_-93187,427,212
fm_-66522_-58199,465,47
fm_-66526_-34754,52,100
fm_-66536_-37884,405,105
fm_-66542_-49199,317,224
fm_-66619_-50029,222,234
fm_-66666_10514,71,123
fm_-6668_-7980,470,3
fm_-66801_-1786,26,258
fm_-66833_-3917,247,197
fm_-66833_-6377,396,281
fm_-66841_-32604,309,270
fm_-66846_21074,184,129
fm_-66850_-99367,227,346
fm_-66851_-74014,123,204
fm_-66861_-38164,393,53
fm_-66883_-3897,266,192
fm_-66889_-55439,162,331
fm_-66891_-82163,499,84
fm_-66905_-7626,363,244
fm_-66906_-71874,318,251
fm_-66908_41825,412,141
fm_-6692_5577,191,280
fm_-66937_-60659,115,30
fm_-66939_41525,275,166
fm_-66941_-72223,157,26
fm_-66951_-81863,259,202
fm_-66962_-57549,396,101
fm_-66968_29405,115,143
fm_-66972_-103437,414,192
fm_-6697_-98667,315,66
fm_-67039_-56869,338,271
fm_-67069_-49449,442,282
fm_-67099_-54429,312,332
fm_-6709_-170,350,102
fm_-67136_-97921,410,23
fm_-67176_-91771,95,286
fm_-67196_-103521,309,114
fm_-67223_13944,143,103
fm_-67243_13914,354,357
fm_-67300_-102487,200,126
fm_-67301_-73783,198,344
fm_-67330_-93507,36,224
fm_-67396_-6667,268,77
fm_-67402_-97557,462,370
fm_-6741_6507,155,72
fm_-67448_32525,359,98
fm_-67549_-47579,402,84
fm_-6759_-7508,108,26
fm_-67722_-99501,400,71
fm_-67750_-104367,48,214
fm_-67752_-1436,408,15
fm_-67768_-84293,27,138
fm_-67781_18401,69,21
fm_-67802_5651,53,317
fm_-67806_-79914,169,296
fm_-67848_30685,302,186
fm_-67848_40275,424,64
fm_-67852_-100917,362,143
fm_-67863_-47379,433,122
fm_-67888_30685,385,328
fm_-6788_65151,376,154
fm_-67901_-78093,316,94
fm_-67902_-99707,164,362
fm_-67989_-53809,415,261
fm_-6798_-80112,108,357
fm_-6799_58931,340,81
fm_-68056_11724,68,249
fm_-6805_33057,489,329
fm_-6810_-9530,136,69
fm_-68133_12054,20,222
fm_-68138_27605,143,84
fm_-68153_17644,282,262
fm_-68183_-15387,39,157
fm_-681_-73903,480,249
fm_-68201_-37584,247,52
fm_-68225_40605,459,333
fm_-68229_-59119,248,173
fm_-68231_-71933,189,14
fm_-68231_-74383,162,331
fm_-68246_26975,165,68
fm_-68256_-74964,444,165
fm_-68268_41865,440,4
fm_-68285_-54699,113,190
fm_-68297_18061,228,249
fm_-6829_58331,145,212
fm_-68316_-31384,193,132
fm_-68316_-78034,45,64
fm_-68316_-9177,366,171
fm_-68332_-51699,379,80
fm_-68336_-26374,72,325
fm_-68336_-3557,62,89
fm_-68496_16674,289,149
fm_-68506_19164,113,107
fm_-6851_-9688,145,144
fm_-68551_5041,64,22
fm_-6856_-16178,208,160
fm_-68572_-91357,223,181
fm_-68593_16424,415,219
fm_-6861_-11828,459,283
fm_-68623_7694,371,29
fm_-68631_-36304,177,83
fm_-68650_-102507,160,20
fm_-68652_-98241,414,231
fm_-68663_-6967,149,274
fm_-68671_17131,67,115
fm_-68674_-45719,171,232
fm_-68675_30385,435,176
fm_-68675_32195,5,90
fm_-68705_-5146,443,248
fm_-68718_-60579,53,374
fm_-68742_-102197,186,222
fm_-68766_-15697,51,282
fm_-68766_-79914,100,300
fm_-68785_-55329,311,257
fm_-68791_-70973,398,66
fm_-68791_-75353,415,372
fm_-68795_-56559,201,364
fm_-68796_-61219,27,251
fm_-68798_35925,365,81
fm_-68798_39065,390,69
fm_-6881_-71752,352,165
fm_-68970_5824,160,98
fm_-68975_-2047,308,17
fm_-69028_-90821,472,240
