amazon_key,tech
fm_-43022_-1426,31
fm_-43026_6658,7
fm_-43126_-79334,5
fm_-43126_-79904,23
fm_-43155_-50369,31
fm_-43336_13614,8
fm_-43364_-91131,15
fm_-43387_6774,19
fm_-43432_-6696,4
fm_-43443_11404,15
fm_-43462_-103211,15
fm_-43535_-8296,15
fm_-43576_-75554,15
fm_-43709_-50699,9
fm_-43806_-102291,15
fm_-43809_-105711,15
fm_-4390_-81983,16
fm_-4390_-81993,8
fm_-43934_-45699,73
fm_-4395_-77053,17
fm_-43985_-4586,46
fm_-44159_-46929,19
fm_-44256_-103541,21
fm_-44256_-104141,7
fm_-44332_-16306,16
fm_-44362_-102571,15
fm_-44362_-103251,4
fm_-44401_-29194,24
fm_-44405_39965,3
fm_-44435_-10156,16
fm_-44505_-53499,21
fm_-44506_-28294,9
fm_-44508_33765,7
fm_-44508_40265,34
fm_-4458_-83232,42
fm_-44609_-50089,74
fm_-44609_-55039,18
fm_-44609_-58119,8
fm_-44642_6454,15
fm_-44706_-99801,5
fm_-44808_27565,2
fm_-44812_-94511,7
fm_-44821_-70934,15
fm_-44851_-26694,15
fm_-44855_32205,17
fm_-44855_36865,7
fm_-44885_-11356,3
fm_-44885_-6406,18
fm_-44955_-47859,23
fm_-44958_33785,16
fm_-4496_42027,16
fm_-45136_16684,15
fm_-45262_-98271,8
fm_-45299_-49549,7
fm_-45300_-104987,7
fm_-45300_-96567,8
fm_-45300_-97227,19
fm_-45301_-25504,7
fm_-45301_-81503,7
fm_-45301_15291,15
fm_-45303_-13507,4
fm_-45305_39355,5
fm_-45376_-76184,6
fm_-4539_-13368,15
fm_-45405_-47249,5
fm_-45406_-28854,9
fm_-45406_-34784,65
fm_-45411_-78143,44
fm_-45412_-49209,15
fm_-45441_-67814,21
fm_-45509_-51289,8
fm_-45586_17924,9
fm_-45610_-106197,7
fm_-45693_12654,18
fm_-45750_-97237,15
fm_-45751_10611,8
fm_-45785_-10756,3
fm_-45806_27855,4
fm_-45826_-69414,6
fm_-45852_-1166,27
fm_-45858_36575,4
fm_-45862_-99107,8
fm_-45959_-57499,23
fm_-4595_-103307,15
fm_-4599_58951,30
fm_-4602_-2538,8
fm_-46056_-98591,3
fm_-46156_-39134,15
fm_-46161_-105877,15
fm_-46201_-80313,3
fm_-46201_-82173,17
fm_-46205_34105,16
fm_-46205_36265,4
fm_-46230_-15116,4
fm_-46235_-11986,25
fm_-46297_-2977,7
fm_-46305_-46639,22
fm_-46308_28815,15
fm_-46308_29455,14
fm_-46311_-74103,4
fm_-46311_-79343,5
fm_-46312_-53579,39
fm_-4641_-15588,5
fm_-46490_5874,51
fm_-46612_-98291,31
fm_-46651_-27954,23
fm_-46651_-33244,21
fm_-46651_-71303,71
fm_-46651_-79043,17
fm_-46653_-14157,15
fm_-46653_-15377,5
fm_-46653_-3247,4
fm_-46685_-5156,12
fm_-46726_-75604,23
fm_-46752_5991,4
fm_-46756_-6057,19
fm_-46761_-74683,4
fm_-46762_-102207,6
fm_-46762_-104687,15
fm_-46762_-56929,9
fm_-46762_-96317,9
fm_-46859_-48189,5
fm_-46859_-58739,16
fm_-46956_-99841,7
fm_-46993_-68843,4
fm_-47025_-82434,9
fm_-47060_-83713,7
fm_-47065_-60939,41
fm_-4715_12552,7
fm_-47197_-25144,5
fm_-47206_-11307,15
fm_-47208_35355,37
fm_-47212_-100337,10
fm_-47266_-105361,4
fm_-47381_-82714,7
fm_-47386_9274,23
fm_-47443_-24204,37
fm_-47521_-76524,26
fm_-47549_-51999,57
fm_-47550_-104337,3
fm_-47551_-73763,5
fm_-47551_-77213,15
fm_-47555_34085,3
fm_-47558_-84323,7
fm_-47576_-90491,22
fm_-47655_-50989,8
fm_-47656_-4187,15
fm_-47657_11561,30
fm_-47661_-80633,34
fm_-47662_-100317,29
fm_-47662_-53549,15
fm_-47662_-55089,28
fm_-47759_-54999,15
fm_-47836_19794,2
fm_-47962_-103231,7
fm_-47971_-70924,15
fm_-47971_-77764,18
fm_-47999_-55409,14
fm_-48000_-97857,6
fm_-48003_-5737,4
fm_-48005_29725,6
fm_-48068_41815,30
fm_-48097_-25154,3
fm_-48105_-57789,15
fm_-48106_-27034,14
fm_-48106_-27614,15
fm_-48108_29465,15
fm_-48108_35355,9
fm_-48112_-51079,15
fm_-48209_-50699,15
fm_-48209_-59349,15
fm_-48306_-98551,6
fm_-48421_-70334,28
fm_-48450_-102457,15
fm_-48450_-98467,15
fm_-48451_-71903,5
fm_-48453_-10997,15
fm_-48453_-13487,15
fm_-48454_-17537,5
fm_-48455_32235,11
fm_-48455_38705,6
fm_-4845_-69903,3
fm_-48480_-15086,16
fm_-48556_-15047,3
fm_-48558_30035,15
fm_-48558_35335,7
fm_-48558_35915,7
fm_-48558_36555,7
fm_-48561_-80593,5
fm_-48562_-101557,15
fm_-48562_-102797,15
fm_-48562_-103407,22
fm_-48562_-51049,21
fm_-48562_-92577,15
fm_-48736_11764,15
fm_-48756_-100401,5
fm_-48871_-71544,3
fm_-48871_-77134,15
fm_-48900_-100597,22
fm_-48900_-103137,17
fm_-48901_-28564,8
fm_-48901_-28604,4
fm_-48903_-13497,15
fm_-48903_-14127,7
fm_-48905_39355,7
fm_-48935_-11346,6
fm_-49005_-51629,11
fm_-49005_-59059,5
fm_-49006_-4817,29
fm_-49008_35975,42
fm_-49011_-78713,68
fm_-49012_-98767,18
fm_-49086_-46339,16
fm_-49109_-50089,15
fm_-49109_-58099,23
fm_-49186_11734,15
fm_-49186_16054,15
fm_-49282_-11046,6
fm_-49293_18864,72
fm_-49312_-101391,6
fm_-49321_-70294,15
fm_-49349_-47679,8
fm_-49349_-49539,9
fm_-49350_-95367,36
fm_-49351_-33204,20
fm_-49351_-79673,15
fm_-49351_-81553,59
fm_-49351_-82743,6
fm_-49355_31585,15
fm_-49355_38145,23
fm_-49355_39975,49
fm_-49385_-2076,2
fm_-4938_-11080,15
fm_-4938_-13530,7
fm_-4942_5607,16
fm_-49452_6011,4
fm_-49455_-49149,9
fm_-49455_-59069,5
fm_-49456_-36604,4
fm_-49456_-7277,8
fm_-49457_11601,4
fm_-49461_-71003,4
fm_-49462_-101577,14
fm_-49462_-96917,5
fm_-49516_-105391,31
fm_-4962_13804,7
fm_-49636_13614,59
fm_-49636_7404,15
fm_-49636_9874,36
fm_-49680_20704,20
fm_-49743_10184,9
fm_-49762_-100761,15
fm_-49762_-93271,15
fm_-49771_-77134,7
fm_-49800_-95347,42
fm_-49801_-32594,15
fm_-49803_-12867,15
fm_-49805_38755,4
fm_-49805_4721,63
fm_-49806_26925,15
fm_-49806_26935,8
fm_-49808_-84293,5
fm_-49826_-90491,22
fm_-49869_-90191,4
fm_-49871_-81804,7
fm_-4988_-104887,15
fm_-4989_-15288,8
fm_-49902_-69743,15
fm_-49908_28825,5
fm_-49908_30055,15
fm_-49908_31935,4
fm_-49908_37785,5
fm_-49908_37795,17
fm_-49911_-77533,15
fm_-49912_-93817,15
fm_-49912_-96287,8
fm_-49912_-98737,18
fm_-4991_10837,15
fm_-50009_-53789,49
fm_-50182_-14766,5
fm_-50182_-8566,23
fm_-50182_-8606,15
fm_-50193_14524,6
fm_-50193_15764,51
fm_-50212_-95141,15
fm_-50251_-26084,15
fm_-50253_-15397,19
fm_-50314_-69413,5
fm_-50351_-38484,15
fm_-50353_28205,15
fm_-50356_-6667,7
fm_-50362_-93817,9
fm_-5045_-98357,9
fm_-5050_-11330,3
fm_-5052_-2578,41
fm_-50536_7394,7
fm_-50556_-101661,9
fm_-50565_27235,15
fm_-50598_-90801,15
fm_-50632_-14146,35
fm_-50632_-9206,15
fm_-50643_17024,26
fm_-5064_17242,7
fm_-50658_27565,8
fm_-50660_-83733,4
fm_-50684_-45699,8
fm_-50699_-49499,25
fm_-50699_-50119,7
fm_-50701_-27944,15
fm_-50703_-13517,54
fm_-50705_38745,4
fm_-50705_39325,16
fm_-50751_-105617,5
fm_-50802_-69753,2
fm_-50806_-31974,8
fm_-50807_13151,62
fm_-50808_29445,67
fm_-50808_32525,3
fm_-50811_-78113,14
fm_-50909_-50059,12
fm_-50995_20414,18
fm_-51006_-92371,15
fm_-51037_6754,15
fm_-51047_42475,3
fm_-51082_-13546,4
fm_-51093_15754,15
fm_-51093_17654,15
fm_-51151_-30444,8
fm_-51151_-34464,15
fm_-51153_-6407,14
fm_-51155_28505,3
fm_-51202_-38834,6
fm_-51256_-29524,22
fm_-51258_28845,6
fm_-51258_30085,6
fm_-51258_37805,15
fm_-51261_-81833,15
fm_-51262_-47949,65
fm_-51262_-93167,19
fm_-51262_-93787,7
fm_-51294_-826,27
fm_-51495_-2017,15
fm_-5151_-72982,14
fm_-51556_-39104,28
fm_-51562_-98911,46
fm_-51601_-73173,17
fm_-51605_39945,7
fm_-51635_-14476,4
fm_-51652_-38804,5
fm_-51664_-24824,15
fm_-51705_-54059,35
fm_-51706_-11307,48
fm_-51706_-32294,4
fm_-51706_-33534,6
fm_-51706_-7937,24
fm_-51707_16191,72
fm_-51708_40895,15
fm_-51711_-78103,6
fm_-51786_-46369,8
fm_-5191_-68983,15
fm_-5191_-73303,26
fm_-5191_-73953,15
fm_-51948_-90831,21
fm_-51958_26365,7
fm_-51982_-13526,5
fm_-51993_7724,17
fm_-52049_-53829,7
fm_-52051_-28594,7
fm_-52051_-33854,22
fm_-52051_-73163,54
fm_-52051_16511,6
fm_-52053_-10997,8
fm_-52055_30975,5
fm_-52055_39965,42
fm_-52106_27895,15
fm_-52114_-24854,15
fm_-52151_-38484,8
fm_-52155_-51019,15
fm_-52155_-55329,26
fm_-52156_-10697,11
fm_-52156_-4187,52
fm_-52156_-7957,4
fm_-52157_13741,5
fm_-52158_34415,58
fm_-52158_35935,55
fm_-52161_-75313,30
fm_-52162_-100917,28
fm_-5217_-68332,7
fm_-52356_-98581,4
fm_-52361_-39414,4
fm_-52432_-11096,9
fm_-52500_-101227,8
fm_-52500_-104327,7
fm_-52501_-29164,18
fm_-52501_7521,5
fm_-52505_29095,7
fm_-52505_36865,4
fm_-52603_28185,7
fm_-52608_28785,8
fm_-52608_38455,9
fm_-52608_40315,4
fm_-52612_-100297,15
fm_-52612_-93207,9
fm_-52612_-98767,15
fm_-52666_-105401,18
fm_-52806_-91731,15
fm_-52921_-70334,5
fm_-52950_-97187,66
fm_-52951_-31684,7
fm_-52951_-71913,15
fm_-52951_15911,8
fm_-52951_7531,15
fm_-52953_-12877,7
fm_-5295_-69283,15
fm_-5295_-76403,9
fm_-52985_-12626,22
fm_-53002_-38804,6
fm_-53018_41845,6
fm_-53055_-52849,15
fm_-53058_29455,4
fm_-53058_31285,15
fm_-53116_-105421,8
fm_-53159_-47569,20
fm_-53236_12984,15
fm_-53236_13014,3
fm_-53297_42465,28
fm_-53343_13884,10
fm_-53343_17044,3
fm_-53379_-68464,15
fm_-53401_-26074,6
fm_-53401_18361,15
fm_-53401_8161,37
fm_-53401_9401,15
fm_-53506_-7917,23
fm_-53507_16861,4
fm_-53507_17491,15
fm_-53508_40255,3
fm_-53511_-75353,25
fm_-53512_-93187,16
fm_-53609_-58149,5
fm_-53681_-82694,5
fm_-53686_17944,16
fm_-5370_-2208,29
fm_-53747_42425,6
fm_-53821_-75284,30
fm_-53850_-94727,5
fm_-53851_-71913,7
fm_-53851_13401,5
fm_-53851_19021,15
fm_-5387_-94357,4
fm_-5387_-95557,6
fm_-5388_-14150,4
fm_-53947_-25144,19
fm_-53955_-48509,10
fm_-53955_-58399,38
fm_-53956_-26374,34
fm_-53958_30665,23
fm_-53958_39035,15
fm_-53962_-102807,31
fm_-53962_-56949,15
fm_-53962_-94437,21
fm_-53962_-99667,17
fm_-5412_6644,6
fm_-54136_11734,71
fm_-54156_-101671,20
fm_-54180_20754,17
fm_-54197_42475,8
fm_-54271_-71554,18
fm_-54271_-78394,28
fm_-54299_-48919,7
fm_-54301_-82173,40
fm_-5439_-12748,4
fm_-5439_-6858,6
fm_-54406_-6087,15
fm_-54408_33775,7
fm_-54500_-46039,15
fm_-54509_-59349,15
fm_-54542_6444,19
fm_-54682_-7976,7
fm_-54687_42175,15
fm_-54712_-100151,15
fm_-54721_-75894,6
fm_-54750_-103737,18
fm_-54753_-11637,26
fm_-54753_-15997,5
fm_-54753_-4527,18
fm_-54756_21054,55
fm_-54785_-6436,5
fm_-54814_-69473,15
fm_-54855_-57159,7
fm_-54856_-4847,9
fm_-54858_28825,11
fm_-54858_33755,6
fm_-54861_-74723,7
fm_-54862_-104027,14
fm_-54862_-94427,7
fm_-5499_60841,35
fm_-5505_37407,57
fm_-55080_20764,56
fm_-5508_65131,29
fm_-55097_42475,43
fm_-5514_16012,12
fm_-5514_8582,8
fm_-55171_-72824,7
fm_-55201_-31074,34
fm_-55201_-81543,42
fm_-55201_-81553,5
fm_-55203_-13507,7
fm_-55205_29105,7
fm_-55205_35045,4
fm_-55205_37465,5
fm_-55205_37505,8
fm_-55205_40005,20
fm_-55205_40575,7
fm_-55222_-82064,21
fm_-55235_-5826,15
fm_-55269_-90191,4
fm_-55305_-47249,16
fm_-55305_-59699,19
fm_-55306_-32894,19
fm_-55308_33175,8
fm_-55308_34695,16
fm_-55308_37775,4
fm_-55311_-75363,3
fm_-55312_-102777,15
fm_-55312_-52939,4
fm_-55312_-60089,28
fm_-55409_-52569,4
fm_-5541_-13718,25
fm_-5541_-9038,8
fm_-55506_-97921,7
fm_-55506_-98541,15
fm_-55545_-2047,31
fm_-55582_-12296,17
fm_-55593_17604,12
fm_-55606_-39104,15
fm_-55612_-102621,15
fm_-55621_-69094,27
fm_-55621_-81464,18
fm_-55706_27895,7
fm_-55755_-49729,3
fm_-55755_-59029,15
fm_-55756_-14407,15
fm_-55756_-26424,4
fm_-55756_-7927,6
fm_-55758_34405,22
fm_-55761_-78763,5
fm_-55762_-103397,15
fm_-55762_-103447,27
fm_-55936_7414,38
fm_-55956_-96691,17
fm_-56032_-13546,14
fm_-5605_58631,15
fm_-56062_-95761,7
fm_-56071_-78354,8
fm_-56099_-56019,74
fm_-56100_-98457,3
fm_-56101_-29184,4
fm_-56101_-82763,9
fm_-56103_-10407,6
fm_-56105_32845,67
fm_-56105_34075,7
fm_-5615_18192,3
fm_-56162_-91617,6
fm_-56176_-79894,4
fm_-56176_-79924,3
fm_-56199_41555,15
fm_-56203_-47339,6
fm_-56206_-33534,5
fm_-56206_-37234,7
fm_-56206_-4227,4
fm_-56207_9071,15
fm_-56208_29425,7
fm_-56212_-51059,26
fm_-56212_-56369,35
fm_-56244_-866,9
fm_-56309_-50709,7
fm_-56406_-94821,15
fm_-5641_-68933,4
fm_-5641_-76723,15
fm_-56482_-4236,4
fm_-56521_-77754,3
fm_-56550_-95997,39
fm_-56551_-34474,15
fm_-56551_-77843,4
fm_-56551_-79063,12
fm_-56551_14681,20
fm_-56553_-5787,8
fm_-56555_32835,15
fm_-56585_-7646,4
fm_-56619_-90181,8
fm_-56653_-91937,6
fm_-56655_-49099,20
fm_-56656_-30094,15
fm_-56656_-9177,23
fm_-56658_34365,15
fm_-56836_19214,15
fm_-56836_7414,5
fm_-56890_-91047,47
fm_-56937_42125,17
fm_-56962_-103251,15
fm_-56962_-95791,15
fm_-5698_-16030,14
fm_-57001_-36944,15
fm_-57001_14701,8
fm_-57001_15301,7
fm_-57005_29125,22
fm_-57035_-2086,15
fm_-57035_-4546,26
fm_-57058_-60589,15
fm_-57103_-47329,15
fm_-57106_-29484,14
fm_-57106_-30764,22
fm_-57107_9091,9
fm_-57108_29415,35
fm_-57108_30025,5
fm_-57108_31915,7
fm_-57108_37835,8
fm_-57111_-72223,20
fm_-57111_-76883,7
fm_-57111_-78723,3
fm_-57112_-54509,15
fm_-57112_-92577,6
fm_-57285_21984,14
fm_-57306_-93611,21
fm_-57311_-84043,2
fm_-57313_-17217,68
fm_-57412_-100771,43
fm_-57412_-98871,15
fm_-57421_-74664,20
fm_-57421_-75254,15
fm_-57423_-83034,15
fm_-57451_-77223,18
fm_-57451_18381,9
fm_-57451_8171,8
fm_-57451_9431,18
fm_-57455_33485,2
fm_-57455_36845,5
fm_-5745_-75503,6
fm_-5749_-17128,21
fm_-57526_-70644,60
fm_-57526_-71884,8
fm_-57553_28225,3
fm_-57555_-47869,9
fm_-57556_-9177,56
fm_-57557_6621,39
fm_-57561_-78153,5
fm_-57562_-92577,4
fm_-57756_-104171,3
fm_-57756_-95481,67
fm_-5782_-1898,3
fm_-57837_42145,16
fm_-57862_-91471,8
fm_-57899_-54799,3
fm_-57901_12831,23
fm_-57905_29775,6
fm_-57906_21034,68
fm_-57906_26965,15
fm_-5791_-18068,20
fm_-58005_-52219,15
fm_-58006_-37904,15
fm_-58007_13111,59
fm_-58008_37205,7
fm_-58012_-54469,61
fm_-5824_6092,7
fm_-58282_-14196,13
fm_-58288_19921,6
fm_-58351_-32634,7
fm_-58351_-36964,4
fm_-58351_13401,15
fm_-58353_-7597,7
fm_-5837_-93077,15
fm_-5837_-93737,73
fm_-58404_-16577,6
fm_-58426_-74314,19
fm_-58426_-74344,15
fm_-58426_-78684,15
fm_-58456_-15687,38
fm_-58458_34395,9
fm_-58461_-77533,34
fm_-58462_-100947,15
fm_-58462_-49179,7
fm_-58462_-49229,15
fm_-58462_-96257,6
fm_-5846_39557,23
fm_-5846_40757,33
fm_-58550_-46049,12
fm_-58559_-55639,29
fm_-5862_11894,15
fm_-58659_-105681,15
fm_-58762_-93951,7
fm_-58772_-1466,15
fm_-58800_-103127,4
fm_-58801_-70073,14
fm_-58801_-71943,4
fm_-58801_12791,19
fm_-58805_30355,7
fm_-58805_34075,15
fm_-58805_34985,6
fm_-58805_36885,61
fm_-58908_30075,15
fm_-58908_36535,24
fm_-58908_37165,4
fm_-58911_-71003,15
fm_-58912_-49829,6
fm_-5891_13047,7
fm_-58941_-67844,15
fm_-5900_-82872,7
fm_-59086_12964,25
fm_-59090_5834,7
fm_-59137_6794,17
fm_-59182_-5506,16
fm_-59193_10794,15
fm_-59193_9594,15
fm_-59212_-92671,15
fm_-59212_-98241,57
fm_-59221_-69664,18
fm_-59221_-72804,33
fm_-59221_-74664,15
fm_-59250_-101247,7
fm_-59250_-95997,15
fm_-59251_-32614,20
fm_-59251_-71303,31
fm_-59251_-77223,5
fm_-59251_-82743,19
fm_-59253_-14107,4
fm_-59253_-14737,7
fm_-59280_-15076,5
fm_-59304_-16637,2
fm_-59358_35955,15
fm_-59362_-104017,15
fm_-59459_-51269,15
fm_-59459_-56909,15
fm_-5948_-69542,4
fm_-5949_63951,15
fm_-59536_12974,11
fm_-59536_9254,6
fm_-59556_-97931,22
fm_-5962_9464,15
fm_-59632_-10476,17
fm_-59643_17024,8
fm_-5964_13532,16
fm_-59656_-16907,7
fm_-59662_-103201,7
fm_-59700_-100607,8
fm_-59701_-35714,15
fm_-59701_-73153,25
fm_-59704_-17557,23
fm_-59705_38765,49
fm_-59705_4731,15
fm_-59706_26925,20
fm_-59706_26945,15
fm_-59735_-13856,5
fm_-59750_-60999,16
fm_-59776_-73714,6
fm_-59805_-49729,37
fm_-59806_-13847,6
fm_-59807_6581,5
fm_-59811_-72203,39
fm_-5991_-14918,4
fm_-5991_-9978,8
fm_-5999_-82572,8
fm_-60082_-14186,5
fm_-60112_-98871,6
fm_-60121_-78394,8
fm_-60121_-78974,7
fm_-60150_-99367,15
fm_-60155_29725,18
fm_-60155_32245,15
fm_-60185_-2046,41
fm_-60226_-80574,7
fm_-60255_-55309,22
fm_-60255_-57159,15
fm_-60258_37825,31
fm_-60262_-52919,15
fm_-60262_-59439,2
fm_-60359_-46969,62
fm_-60436_10514,15
fm_-60436_13004,20
fm_-6044_-67393,15
fm_-60490_-91007,19
fm_-6055_61721,15
fm_-60562_-97661,5
fm_-60571_-74064,7
fm_-60599_-48299,8
fm_-60601_-28604,41
fm_-60601_19021,15
fm_-60601_7511,24
fm_-60604_-17557,58
fm_-60635_-10116,7
fm_-60635_-5766,6
fm_-60707_6631,5
fm_-60708_33785,15
fm_-60708_37195,16
fm_-60711_-81853,4
fm_-60712_-52309,32
fm_-60712_-52959,7
fm_-60712_-58179,5
fm_-60784_-67514,15
fm_-60809_-56289,20
fm_-60906_-101661,5
fm_-60906_-102881,5
fm_-60906_-92971,7
fm_-60914_-91101,7
fm_-60947_42475,15
fm_-60947_42485,15
fm_-60962_-62559,19
fm_-60982_-6736,7
fm_-60993_16374,22
fm_-61007_5341,15
fm_-61012_-95791,15
fm_-61049_-47639,5
fm_-61049_-48929,19
fm_-61050_-101247,34
fm_-61050_-94717,15
fm_-61050_-98427,28
fm_-61050_-99407,23
fm_-61058_-84293,36
fm_-61114_-24844,6
fm_-61155_-50389,6
fm_-61156_-14447,15
fm_-61156_-28914,6
fm_-61157_15571,15
fm_-61157_18671,6
fm_-61157_18731,15
fm_-61158_29405,24
fm_-61158_33805,7
fm_-61259_-58709,26
fm_-61311_-105071,24
fm_-61356_-95441,8
fm_-61407_-104771,8
fm_-61432_-11716,6
fm_-61432_-2416,4
fm_-61443_7734,14
fm_-61461_-105887,15
fm_-61471_-70954,17
fm_-61471_-74654,3
fm_-61501_-72523,5
fm_-61501_8801,41
fm_-61571_-81754,68
fm_-61602_-69753,15
fm_-61605_-54109,15
fm_-61606_-83083,7
fm_-61612_-104637,13
fm_-61612_-56929,23
fm_-61612_-99697,32
fm_-61709_-55049,15
fm_-61882_-6726,7
fm_-61906_-39134,44
fm_-61921_-81454,66
fm_-61950_-93477,7
fm_-61951_17141,7
fm_-61955_40585,6
fm_-6195_-71773,57
fm_-61972_-82074,20
fm_-61980_-15066,17
fm_-6202_-67093,5
fm_-62055_-56569,6
fm_-62058_36565,42
fm_-62062_-102177,7
fm_-62062_-49229,40
fm_-62062_-52939,46
fm_-62062_-92557,4
fm_-62062_-97557,16
fm_-62094_-846,20
fm_-62256_-100461,8
fm_-62256_-103551,15
fm_-62256_-94821,15
fm_-62308_26335,15
fm_-6232_-1958,15
fm_-62332_-8586,5
fm_-62343_18224,24
fm_-62357_42785,2
fm_-62358_27575,3
fm_-62362_-102581,5
fm_-62362_-97611,41
fm_-62371_-74064,4
fm_-62400_-97197,16
fm_-62401_-76293,15
fm_-62405_36845,15
fm_-62405_41185,42
fm_-62435_-2676,15
fm_-62462_-91617,4
fm_-62462_-91637,45
fm_-62507_18101,14
fm_-62507_18711,4
fm_-62511_-75963,15
fm_-62512_-54509,5
fm_-62586_-46359,15
fm_-62609_-59359,23
fm_-62686_11094,15
fm_-62706_-102311,18
fm_-62706_-104131,7
fm_-62793_18224,15
fm_-62850_-101227,17
fm_-62851_-79043,4
fm_-62855_38745,29
fm_-6289_-220,8
fm_-62955_-56569,14
fm_-62956_-25754,5
fm_-62956_-34784,7
fm_-62962_-102827,71
fm_-62962_-57609,7
fm_-6296_35827,5
fm_-6312_15624,4
fm_-6312_15664,9
fm_-63165_27235,33
fm_-63232_-9216,23
fm_-63243_18284,16
fm_-63271_-72184,20
fm_-63301_-36304,12
fm_-63301_16511,25
fm_-63306_26985,18
fm_-6339_-17408,15
fm_-6339_-6858,5
fm_-63402_-69723,8
fm_-63403_-91937,15
fm_-63406_-28874,4
fm_-63407_12191,24
fm_-63408_37775,5
fm_-63411_-71603,20
fm_-63412_-92577,14
fm_-63412_-97557,9
fm_-6347_29017,7
fm_-63590_5834,7
fm_-63590_5864,4
fm_-63606_-95501,15
fm_-63610_-106217,22
fm_-6365_6412,15
fm_-63682_-4266,12
fm_-63711_-105907,28
fm_-63721_-76484,26
fm_-63749_-59759,20
fm_-63753_-8247,38
fm_-63813_19661,29
fm_-63853_-47319,15
fm_-63855_-47249,6
fm_-63855_-59069,8
fm_-63856_-3597,20
fm_-63856_-36004,15
fm_-63862_-47969,7
fm_-63959_-48189,15
fm_-6395_-99637,21
fm_-6399_62041,46
fm_-6400_-11350,6
fm_-64035_21964,18
fm_-6405_37967,7
fm_-64061_-39434,54
fm_-64061_-39444,15
fm_-64092_-46389,5
fm_-64142_-91327,15
fm_-64143_11424,5
fm_-64162_-98291,38
fm_-64171_-69704,15
fm_-64200_-98457,15
fm_-64201_19001,9
fm_-64205_38115,4
fm_-64205_40575,8
fm_-64206_26965,18
fm_-64208_-84333,4
fm_-64235_-12006,21
fm_-64276_-75614,5
fm_-64306_-15707,12
fm_-64306_-27044,12
fm_-64308_34725,51
fm_-64312_-93197,12
fm_-6433_-67693,4
fm_-64341_-67824,21
fm_-6441_-14328,3
fm_-6450_51521,15
fm_-64530_20724,3
fm_-64558_26365,8
fm_-64612_-95771,15
fm_-64621_-71534,35
fm_-64651_-35704,5
fm_-64651_-36964,5
fm_-64651_14051,6
fm_-64655_28485,2
fm_-64655_41225,15
fm_-64663_-68144,4
fm_-64752_6001,22
fm_-64757_12181,20
fm_-64757_12221,48
fm_-64758_35325,5
fm_-64758_38405,17
fm_-64758_39035,9
fm_-64758_40875,5
fm_-64859_-54389,6
fm_-64911_-105071,26
fm_-64936_7374,29
fm_-65032_-9226,4
fm_-65100_-102477,20
fm_-65100_-97817,6
fm_-65101_-30404,15
fm_-65101_-75673,12
fm_-65101_18371,4
fm_-65101_6271,27
fm_-65105_37505,34
fm_-65135_-11346,4
fm_-65152_21354,37
fm_-6515_18802,29
fm_-65199_19341,35
fm_-65199_41495,5
fm_-65206_-12607,15
fm_-65207_7251,15
fm_-65207_9681,19
fm_-65208_31925,15
fm_-65208_40255,15
fm_-65211_-77473,15
fm_-65309_-54369,24
fm_-65395_20414,9
fm_-65411_-39444,19
fm_-6541_-72053,5
fm_-6541_-72663,33
fm_-6541_-76063,3
fm_-6541_-80463,4
fm_-65493_15154,6
fm_-65512_-92691,14
fm_-65529_-68464,34
fm_-65533_-15426,7
fm_-65549_-57279,59
fm_-65553_-16017,7
fm_-65555_36245,15
fm_-65555_37495,4
fm_-65585_-3916,4
fm_-65585_-7006,6
fm_-65601_-105617,7
fm_-65653_-47319,15
fm_-65655_-52239,7
fm_-65656_-25774,4
fm_-65656_-37904,18
fm_-65656_-4827,27
fm_-65657_13101,24
fm_-65662_-102797,7
fm_-65759_-50659,6
fm_-65836_9874,25
fm_-65836_9914,15
fm_-65856_-103501,15
fm_-65960_-83673,17
fm_-65961_-61289,15
fm_-65999_-51379,39
fm_-66000_-101867,37
fm_-66001_-26724,38
fm_-66005_33445,26
fm_-66051_-105617,46
fm_-66076_-70004,13
fm_-66106_-7907,7
fm_-66200_-46039,5
fm_-66286_11734,69
fm_-66309_-105731,27
fm_-66382_-11056,15
fm_-66393_18264,60
fm_-66412_-95811,4
fm_-66451_17791,18
fm_-6645_-76403,9
fm_-6645_-78273,4
fm_-66549_19351,7
fm_-66551_-16267,8
fm_-66551_-38504,10
fm_-66557_14331,8
fm_-66561_-76593,6
fm_-66594_-856,5
fm_-66790_-90987,8
fm_-66843_11464,15
fm_-66843_18234,5
fm_-66856_-39114,4
fm_-66862_-92051,30
fm_-66872_-1456,3
fm_-66900_-99377,9
fm_-66903_-12287,16
fm_-66903_-3917,15
fm_-66905_34095,3
fm_-66905_36855,14
fm_-67005_-49779,7
fm_-67005_-56569,13
fm_-67012_-104017,17
fm_-67012_-49819,15
fm_-67109_-54429,38
fm_-67109_-56849,15
fm_-67186_12964,15
fm_-67186_13604,4
fm_-67206_-101021,15
fm_-67312_-91411,38
fm_-67350_-102477,3
fm_-67350_-102497,15
fm_-67351_-33854,4
fm_-67355_32865,28
fm_-6738_-3600,6
fm_-6738_-7920,8
fm_-6742_5577,15
fm_-67455_-51609,3
fm_-67456_-32274,3
fm_-67458_34735,15
fm_-6745_-91247,15
fm_-67462_-100907,5
fm_-67636_11754,8
fm_-67636_13574,4
fm_-67636_14194,19
fm_-67656_-97971,4
fm_-67663_-17197,4
fm_-67740_-46719,7
fm_-67771_-70924,41
fm_-67772_-1476,4
